type,review,star,date,site
푸르밀 검은콩우유,고소하고 아침에 먹기에 딱좋아요,5,220111,GS 프레시몰
푸르밀 검은콩우유,애가 완전 자기 취향이래요ㅎㅎ,5,220108,롯데마트
푸르밀 검은콩우유,고소하고 맛있습니다,4,220106,롯데마트
푸르밀 검은콩우유,약간 달달한맛과 콩맛이 어우러진 담백한 맛이에요,5,220103,롯데마트
푸르밀 검은콩우유,저번에도 먹었는데 너무 좋네요,5,220102,푸르밀 공식 스토어
푸르밀 검은콩우유,"쭈~~욱 주문해서 마시고
있습니다
아이가 우유 도착 하자마자
일단 마시고 보네요
너무 맛있다고 웃으면서
^^",5,220101,푸르밀 공식 스토어
푸르밀 검은콩우유,신선한제품 감사합니다,5,211231,GS 프레시몰
푸르밀 검은콩우유,저렴하게 잘 샀습니다,5,211231,GS 프레시몰
푸르밀 검은콩우유,"고소하고 맛이좋아요
검은콩이 듬북",5,211230,GS 프레시몰
푸르밀 검은콩우유,많이 달아요 근데 아이가 좋아하네요,5,211228,롯데마트
푸르밀 검은콩우유,"검은콩우유 첫 주문
비싸지 않아서 크게 기대안했는데 맛있어요
좀 걸쭉한두유느낌. 종종 구매할 듯 합니다.",5,211227,GS 프레시몰
푸르밀 검은콩우유,"사다 나르는 번거로움 없이
늘 유통기간 길게 배송해 주셔서
진심 시간 절약도 되고 감사히
먹고있습니다
재구매 역시 아주 만족입니다",5,211225,푸르밀 공식 스토어
푸르밀 검은콩우유,"리얼 검은콩우유 싸고 맛있더라고요
요새 매장에선 잘 없어서 네이버장보기할때 늘 주문합니다",5,211224,GS 프레시몰
푸르밀 검은콩우유,유통기한이 일주일밖에 안되서 아쉽지만 맛좋고 착한 가격이라 좋네여,5,211222,GS 프레시몰
푸르밀 검은콩우유,잘받았습니다 감사합니다,4,211220,롯데마트
푸르밀 검은콩우유,저렴하게 구매했습니다.,4,211217,롯데마트
푸르밀 검은콩우유,"아이들이 요기 콩우유 잘마셔요~~고소하구 맛있습니다^
~",5,211215,롯데마트
푸르밀 검은콩우유,아이들이 좋아해서 구매하게되는 제품입니다~~굿입니다~,5,211215,롯데마트
푸르밀 검은콩우유,"판매하는 곳이 많지 않아 구입하기
힘들었는데 여기서 쉽게 구매할수 있어서
완전 좋습니다
날짜도 긴걸 보내주시고
배송이 다소 긴거 빼곤",5,211214,푸르밀 공식 스토어
푸르밀 검은콩우유,착한가격 저렴하게 구입 했어요,5,211211,롯데마트
푸르밀 검은콩우유,가성비 최고의 상품입니다.,5,211211,GS 프레시몰
푸르밀 검은콩우유,4개 시켰는데 유통기한 일주일정도 남음,2,211205,GS 프레시몰
푸르밀 검은콩우유,정말 맛있어요. .,5,211205,푸르밀 공식 스토어
푸르밀 검은콩우유,빠르고 편한 배송 너무 좋아요~~,5,211203,롯데마트
푸르밀 검은콩우유,가끔 맛있는 맛이 먹고플때 먹어요 흰우유는 좀 질리니까,4,211130,롯데마트
푸르밀 검은콩우유,검은콩 우유는 항상 맛있어요~~,5,211130,롯데마트
푸르밀 검은콩우유,달달하고 고소하고 맛있어요,5,211129,롯데마트
푸르밀 검은콩우유,"두유보다 우유에 가까운..
달콤 고소 우유입니다
저는 좋아해요ㅎㅎ",5,211128,롯데마트
푸르밀 검은콩우유,유통기한이 넉넉해서 좋았습니다,5,211127,푸르밀 공식 스토어
푸르밀 검은콩우유,맛잇어요 재구매함 ㄹ,5,211127,GS 프레시몰
푸르밀 검은콩우유,네이버에서 gs프레쉬는 처음인데 할인많이되서 좋아요,5,211126,GS 프레시몰
푸르밀 검은콩우유,나름 품질좋고 가성비좋은 제품입니다~,5,211126,GS 프레시몰
푸르밀 검은콩우유,우유는 안맞아서 가끔씩 구매하는 우유입니다,5,211126,GS 프레시몰
푸르밀 검은콩우유,정말맛있어요 몇번시켜먹는데 중독성있네요,5,211119,푸르밀 공식 스토어
푸르밀 검은콩우유,적당히 담백하고 좋아요,5,211118,롯데마트
푸르밀 검은콩우유,건강하고 칼로낮은 맛있는 검은콩우유,5,211116,롯데마트
푸르밀 검은콩우유,좋아요 재구매할거에요,5,211116,롯데마트
푸르밀 검은콩우유,"달콤해서 몇번째 주문 중인데
칼슘 성분은 없어서 아쉽네요",3,211112,롯데마트
푸르밀 검은콩우유,아이들간식으로구입함,5,211112,롯데마트
푸르밀 검은콩우유,친절하고 빠른 배송 감사합니다 넘 좋아요,5,211112,롯데마트
푸르밀 검은콩우유,아직 시식전이지만 검은콩이라 구매합니다,5,211111,롯데마트
푸르밀 검은콩우유,가성비가 너무 좋아요 잘 먹었습니당 ㅎ,5,211111,롯데마트
푸르밀 검은콩우유,우유 이거만 마셔요,5,211111,푸르밀 공식 스토어
푸르밀 검은콩우유,좀 달긴하지만 검은콩우유중엔 걸죽하니 맛있어요.,5,211109,롯데마트
푸르밀 검은콩우유,맛은 있으나 너무다네요ㅜㅜ,5,211109,롯데마트
푸르밀 검은콩우유,신랑이조아하는우유ㅎ,5,211109,롯데마트
푸르밀 검은콩우유,"마음에 들어요, , 재구매 의사있습니다",5,211108,롯데마트
푸르밀 검은콩우유,너무맛있어요 하루혼자서 한통먹어요,5,211108,롯데마트
푸르밀 검은콩우유,"유통기한도 넉넉하고 좋아여
역시 맛있습니다 최고에요!",5,211107,푸르밀 공식 스토어
푸르밀 검은콩우유,우리 아이가 맛있다고 잘 마셔요.,5,211107,롯데마트
푸르밀 검은콩우유,맛있게 잘 먹었습니다.,5,211105,푸르밀 공식 스토어
푸르밀 검은콩우유,자주 구매하는 우유인데 아주 좋습니다!,5,211104,롯데마트
푸르밀 검은콩우유,조아여 굿 재구매 의사있음^^,5,211102,롯데마트
푸르밀 검은콩우유,아들이이것만 먹어요,5,211102,롯데마트
푸르밀 검은콩우유,아침에 일어나서 마시기 좋아요!,5,211101,롯데마트
푸르밀 검은콩우유,상품 아주 만족스럽니다,5,211101,롯데마트
푸르밀 검은콩우유,"생각보다 고소하고 달달하고 맛있어요
저는 이 우유에 하2뮨 타먹어도 맛있더라고요",5,211031,롯데마트
푸르밀 검은콩우유,부모님이 좋아하셔서 자주 시키는데 달달하니 맛있습니다~,5,211029,푸르밀 공식 스토어
푸르밀 검은콩우유,만족입니다 만족입니다,5,211029,롯데마트
푸르밀 검은콩우유,고소하고 맛있어요 추천해요,5,211028,롯데마트
푸르밀 검은콩우유,건강한맛강추해요👍든든한 한끼,5,211026,롯데마트
푸르밀 검은콩우유,"저는 개인적으로 좋아하는 맛이에요
두유보다 콩 맛은 덜하고 달달한 우유에요
희우유만 먹었을때보다 괜히 든든한 느낌이에요",5,211025,롯데마트
푸르밀 검은콩우유,잘마실게요 감사합니다.,5,211021,푸르밀 공식 스토어
푸르밀 검은콩우유,자주품절되는제품이라 아쉽긴하지만 여기저기서잘사먹어요,4,211020,롯데마트
푸르밀 검은콩우유,자주사먹는우유 품절안됬으면좋은디,4,211020,롯데마트
푸르밀 검은콩우유,"14일에 주문했는데 유통기한이 18일까지인거 보내주신거는
너무한거아닌가요..",1,211018,롯데마트
푸르밀 검은콩우유,유통기한이 좀 짧네요,5,211017,푸르밀 공식 스토어
푸르밀 검은콩우유,아들이좋아해서 매번구매해요,5,211016,롯데마트
푸르밀 검은콩우유,"맛있는데 저렴해서 좋아요
자주는 아니고 한번씩 생각날 때 구입합니다",5,211013,롯데마트
푸르밀 검은콩우유,자주구매하는상품입니다,5,211013,롯데마트
푸르밀 검은콩우유,영양적으로도 좋은 우유에요 다른곳보다 가격도 저렴해요,5,211012,롯데마트
푸르밀 검은콩우유,환원유만 아니었으면 100점입니다,5,211012,롯데마트
푸르밀 검은콩우유,나름 가성비 좋고 품질좋은 제품입니다~^^*,5,211011,GS 프레시몰
푸르밀 검은콩우유,부드럽고 담백해요,5,211011,푸르밀 공식 스토어
푸르밀 검은콩우유,맛이 달달합니다. 가끔 한 잔씩 마시기 좋아요! :),4,211010,GS 프레시몰
푸르밀 검은콩우유,검은콩우유 맛잇어요,4,211010,롯데마트
푸르밀 검은콩우유,맛있어요.배송도 좋구,5,211005,푸르밀 공식 스토어
푸르밀 검은콩우유,맛있어요 추천합니다,5,211005,롯데마트
푸르밀 검은콩우유,우유는 좀그래서 검은콩으로,5,211003,GS 프레시몰
푸르밀 검은콩우유,우유 잘안먹는 딸이 이우유는 잘먹네요,5,211003,롯데마트
푸르밀 검은콩우유,아들이맛있다고요것만 먹어요~,5,210929,롯데마트
푸르밀 검은콩우유,고소하고 맛있는데 좀 달아요,5,210928,롯데마트
푸르밀 검은콩우유,맛있는데 넘 달아요,3,210928,롯데마트
푸르밀 검은콩우유,부드럽고 고소하며 담백해요,5,210927,푸르밀 공식 스토어
푸르밀 검은콩우유,나름 품질좋고 가성비 좋은 제품인것 같습니다~^^*,5,210926,GS 프레시몰
푸르밀 검은콩우유,늘 사는 우우에요~~,5,210926,롯데마트
푸르밀 검은콩우유,좋습니다~좋습니다~,5,210926,롯데마트
푸르밀 검은콩우유,"너무 달아요
너무 단것만 빼고 다 좋아요",4,210924,푸르밀 공식 스토어
푸르밀 검은콩우유,"늘 구매하는 물건입니다. 쿠폰써서 저렴하게 장 봤어요,",5,210923,롯데마트
푸르밀 검은콩우유,맛있어서 종종 구입해서 먹어요,5,210917,롯데마트
푸르밀 검은콩우유,다이어트하는아들이좋아해요,5,210917,롯데마트
푸르밀 검은콩우유,깔끔한 포장으로 배송되었습니다.,3,210916,롯데마트
푸르밀 검은콩우유,검은콩우유 먹고싶어거 주문햇어요,5,210915,롯데마트
푸르밀 검은콩우유,늘 주문하는거예요~ 맛있어요~,5,210915,롯데마트
푸르밀 검은콩우유,고소하고 달콤한 곡물 우유,5,210915,롯데마트
푸르밀 검은콩우유,저렴한 가격에 득템했어요^^,4,210914,롯데마트
푸르밀 검은콩우유,잘 먹었습니다~~~,3,210913,롯데마트
푸르밀 검은콩우유,부드럽고고소하며 맛있어요,5,210912,푸르밀 공식 스토어
푸르밀 검은콩우유,"2021년9월7일 화요일 어제 새벽에 주문했는데도
불구하고 다음날 오후6시에 배송되는줄알아는데
빠른배달배송해주셔서 정말 감사합니다 ^^",5,210907,롯데마트
푸르밀 검은콩우유,담백하고 맛있어요.,5,210905,롯데마트
푸르밀 검은콩우유,우유를 먹으면 배가 아픈 아들이 이 우유는 괜찮다고 해서 자주 구입해서 먹고 있어요.,5,210903,롯데마트
푸르밀 검은콩우유,후기가 좋길래 구매해봤어요,5,210831,롯데마트
푸르밀 검은콩우유,굿~~<<<<~~~~~~~~~~~~,5,210830,GS 프레시몰
푸르밀 검은콩우유,저렴하게 구매했습니다. 만족,5,210829,롯데마트
푸르밀 검은콩우유,검은콩우유 디자인이 바꼈어요. 항상 구매합니다.,5,210828,롯데마트
푸르밀 검은콩우유,겉포장 디자인?이 바뀌었네요,5,210828,롯데마트
푸르밀 검은콩우유,나름 품질좋고 가성비좋은 제품인것 같습니다~^^*,5,210827,GS 프레시몰
푸르밀 검은콩우유,"검은콩 우유중에 제일 맛있는거 같아요.
검은콩 가루랑 섞어 먹는데 맛나요.",5,210827,푸르밀 공식 스토어
푸르밀 검은콩우유,개꿀맛탱 요즘 편의점에서도 잘 안팔아서 인터넷으로만 주문 해먹는데 개꿀맛탱,5,210825,GS 프레시몰
푸르밀 검은콩우유,달콤하고 진하고 맛있어요,5,210825,롯데마트
푸르밀 검은콩우유,"주문하고 송장도 금방 뜨고 발송했다길래
계속 기다렸었는데 3일이 되도록 안왔어요
그래서 문의하니깐 그날 발송해서 다음날에 받았어요
다들 배송이 좀 이상하다 싶으면 빨리 문의하세요
공식 스토어라 꼼꼼하고 빠른 배송일줄 알았는데 전혀 아니었어요~
더 기다렸으면 더 늦게 받을뻔했네요
그래도 맛은 알고 산거라 정말 맛있어요",5,210823,푸르밀 공식 스토어
푸르밀 검은콩우유,많이 달지만 고소함이 좋아요,4,210823,롯데마트
푸르밀 검은콩우유,언제먹어도 맛있어요,5,210823,롯데마트
푸르밀 검은콩우유,고소하고 신선해요~~,5,210823,롯데마트
푸르밀 검은콩우유,검정콩 우유 맛 있어요.,5,210822,롯데마트
푸르밀 검은콩우유,항상 구매하는 품목입니다.,5,210821,롯데마트
푸르밀 검은콩우유,자주 주문해 먹어요. 맛있어요,5,210816,롯데마트
푸르밀 검은콩우유,건강해져요....?.,5,210815,롯데마트
푸르밀 검은콩우유,좋아용 좋아용 배송빠르고,5,210815,롯데마트
푸르밀 검은콩우유,"검은콩 우유를 좋아하는데 동네 마트에서는 구할 수 없어 아쉬웠는데, GS 프레쉬몰에서 구할 수 있어서 참 좋습니다.",5,210813,GS 프레시몰
푸르밀 검은콩우유,"든든한 한끼 저렴하면서 좋아요
배송기사님 넘감사하게도 2시간 빠르게배송해주셔서 좋아서요
강추합니다 ^^",5,210811,롯데마트
푸르밀 검은콩우유,항상 배달구매시 구매하는 품목입니다.,5,210811,롯데마트
푸르밀 검은콩우유,늘 먹는 검은콩 우유,5,210809,롯데마트
푸르밀 검은콩우유,고소하고 단백한맛이 좋아요. 강추해요^^^,5,210808,롯데마트
푸르밀 검은콩우유,부드럽고 고소 담백해요,5,210808,푸르밀 공식 스토어
푸르밀 검은콩우유,아이들이 고소하고 맛있다고 잘 마셔요,5,210803,롯데마트
푸르밀 검은콩우유,"상품, 배송 모두 만족합니다~^^",5,210803,GS 프레시몰
푸르밀 검은콩우유,맛있고 검은콩이라 두유대신해도 좋아서 자주 사먹어요,5,210801,롯데마트
푸르밀 검은콩우유,배송빠르고 싸게 구입했어요,5,210801,롯데마트
푸르밀 검은콩우유,부드럽고 고소하며 맛있어요,5,210731,푸르밀 공식 스토어
푸르밀 검은콩우유,"달달 걸쭉한 두유의 우유버전이라고 할까나?
은근 든든하고 씨리얼에 말아먹어도 맛있어요
더워서 입맛 없을때 이거 한잔과 삶은계란 하나 먹음 요기되고 좋아요",5,210730,GS 프레시몰
푸르밀 검은콩우유,2개 구입했는데 유통기한이 조금 아쉽네요,3,210730,롯데마트
푸르밀 검은콩우유,"편의점에서 작은사이즈 1+1하면 자주 사먹는데 아예 대용량으로 사두니까 더좋아요
25일에 받은제품이고 유통기한은 30일까지, 2~3일이면 우유한팩 다 먹는편이라 넉넉했어요",5,210728,GS 프레시몰
푸르밀 검은콩우유,"우리 딸아이 입맛에 딱인듯~
흰우유보다 속이 든든하게 느껴져요",4,210727,롯데마트
푸르밀 검은콩우유,좀 달아요.그래도 맛있어요,5,210727,롯데마트
푸르밀 검은콩우유,좋아하는 제품 입니다,4,210727,롯데마트
푸르밀 검은콩우유,부드럽고 고소하고 맛있어요,5,210725,푸르밀 공식 스토어
푸르밀 검은콩우유,칼슘있어서 구입햇어요,5,210725,롯데마트
푸르밀 검은콩우유,검은콩두유 대신으로 사먹었는데 맛있어서 대용량으로 구매했어요,5,210724,롯데마트
푸르밀 검은콩우유,하루에한잔먹기좋네요~~맛나용,5,210723,GS 프레시몰
푸르밀 검은콩우유,좋아요요요요요요용ㅇㅅㅇ,5,210722,롯데마트
푸르밀 검은콩우유,몸에 좋은 검정콩우유 맛있어 좋아요,5,210717,롯데마트
푸르밀 검은콩우유,"배송 완전 늦음. 얼음이 녹아 물바다 처럼 배송
대 실망",3,210717,푸르밀 공식 스토어
푸르밀 검은콩우유,부드럽고 담백함 맛있어요,5,210716,푸르밀 공식 스토어
푸르밀 검은콩우유,"아이가 잘먹어서 두번째 주문합니다~
이 제품은 대형마트에서만 판매하는것 같아요 동네에선 찾을수없네요",5,210713,롯데마트
푸르밀 검은콩우유,검은콩 우유 맛이 있어요,5,210713,롯데마트
푸르밀 검은콩우유,아이스팩이 다 녹아서 왔네요 맛은 좋아요,4,210708,푸르밀 공식 스토어
푸르밀 검은콩우유,부드럽고 담백하며 맛있는 우유 좋아요,5,210707,푸르밀 공식 스토어
푸르밀 검은콩우유,아는맛 ~ 고소한맛,4,210707,롯데마트
푸르밀 검은콩우유,배송구매시 항상 포함하는 품목입니다.,5,210706,롯데마트
푸르밀 검은콩우유,"조금만 마셔도 배부르고,무엇보다 변비에 탁월하다는!",5,210705,롯데마트
푸르밀 검은콩우유,두유 아니고 우유에 검은콩이라 궁금해서 구입했어요,5,210705,GS 프레시몰
푸르밀 검은콩우유,고소하고 달달 맛잇어용,5,210705,롯데마트
푸르밀 검은콩우유,저렴하고 편하게 잘 구매 했습니다,5,210704,롯데마트
푸르밀 검은콩우유,부드럽고 담백한 우유 맛있어요,5,210704,푸르밀 공식 스토어
푸르밀 검은콩우유,단맛이 좀 강해요 ᆢ 맛있습니다,5,210702,롯데마트
푸르밀 검은콩우유,"맛잇어요!!!
너무너무",5,210702,푸르밀 공식 스토어
푸르밀 검은콩우유,항상 맛있게.먹고 있습니다~,5,210701,롯데마트
푸르밀 검은콩우유,좋아요 만족합니다 ㅋ,5,210701,롯데마트
푸르밀 검은콩우유,항상 구매하려는데 품절될 때가 많았는데 이번에 구매하게 됐네요.,5,210701,롯데마트
푸르밀 검은콩우유,항상 먹는 제품이에요~♡,5,210628,롯데마트
푸르밀 검은콩우유,푸르밀 검은콩 우유,3,210628,롯데마트
푸르밀 검은콩우유,부드럽고 담백한 맛 좋아요,5,210624,푸르밀 공식 스토어
푸르밀 검은콩우유,검은콩이 몸에 좋다길래...,5,210623,GS 프레시몰
푸르밀 검은콩우유,많이 달지만 아이가 좋아해요,5,210621,롯데마트
푸르밀 검은콩우유,늘 사는 제품이에용!,5,210621,롯데마트
푸르밀 검은콩우유,아들이 좋아했어 항상 구매해요,5,210619,롯데마트
푸르밀 검은콩우유,검은콩우유 찾기 힘든데 롯데마트에서 팔아서 좋네요,5,210618,롯데마트
푸르밀 검은콩우유,싸고 맛있어서 항상 구매합니다,5,210618,롯데마트
푸르밀 검은콩우유,엣날의 맛이 아닌듯 내가 바뀐거겠죠 달아요,3,210617,롯데마트
푸르밀 검은콩우유,검은콩우유 달달해서 금방 먹어요,5,210616,롯데마트
푸르밀 검은콩우유,배송 빨라서 좋아요.,3,210616,롯데마트
푸르밀 검은콩우유,맛은 보통. 그래도 가성비 젛은,3,210615,GS 프레시몰
푸르밀 검은콩우유,담백하고 부드럽고 맛있어요,5,210612,푸르밀 공식 스토어
푸르밀 검은콩우유,달달하고 걸쭉하게 맛있어요,4,210611,롯데마트
푸르밀 검은콩우유,담백하고 맛있는 우유입니다,5,210607,푸르밀 공식 스토어
푸르밀 검은콩우유,검은콩 우유라 구매했는데 먹을 때마다 느끼는 거지만 조금만 덜달았으면 좋겠어요,4,210605,롯데마트
푸르밀 검은콩우유,늘 구매하는 우유에요,5,210605,롯데마트
푸르밀 검은콩우유,신랑이 좋아해서 시켜요 달달 맛있어요,5,210604,롯데마트
푸르밀 검은콩우유,아침대용으로 좋아요,5,210603,롯데마트
푸르밀 검은콩우유,"맛있어요
아이들이 흰우유를 안먹어서 사봤는데맛있습니다",5,210602,GS 프레시몰
푸르밀 검은콩우유,검은콩우유넘맛나요 추천,5,210601,롯데마트
푸르밀 검은콩우유,검은콩우유 자주 애용,5,210601,롯데마트
푸르밀 검은콩우유,한잔먹어보려고 삿는데 맛낭요,5,210531,롯데마트
푸르밀 검은콩우유,맛좋고 영양도좋아요,4,210527,롯데마트
푸르밀 검은콩우유,안전하게 배송이 잘 왔어요:),5,210524,롯데마트
푸르밀 검은콩우유,구수하고 좋아요~ 요즘다시 진해진거같아서 좋아요,5,210524,롯데마트
푸르밀 검은콩우유,검은콩 우유맛이긴한데 너무....달아요...,3,210523,GS 프레시몰
푸르밀 검은콩우유,"저렴한 가격에 구입, 만족합니다",5,210523,롯데마트
푸르밀 검은콩우유,항상 사는 제품이에요,5,210523,롯데마트
푸르밀 검은콩우유,"저렴한 가격에 잘 샀어요
딸아이가 맛있대요",5,210522,롯데마트
푸르밀 검은콩우유,아들이 좋아하는 우유라 항상 구매 합니다.,5,210519,롯데마트
푸르밀 검은콩우유,아이가 항상 찾는 우유라~~~.,5,210519,롯데마트
푸르밀 검은콩우유,우유갑이 엄청 팽창한게왔어요ㅠ,4,210515,롯데마트
푸르밀 검은콩우유,좀 달긴한데 맛있어요 든든하구,5,210515,롯데마트
푸르밀 검은콩우유,싸고좋네요재구매합니다,5,210515,롯데마트
푸르밀 검은콩우유,맛있는건 원래 알고있었는데 저렴하게 구매할 수 있어서 좋았어요!,5,210511,푸르밀 공식 스토어
푸르밀 검은콩우유,정말 너무 맛있어요,5,210509,롯데마트
푸르밀 검은콩우유,밤에 공부하는 딸아이 간식대용입니다 맛있어요,5,210508,롯데마트
푸르밀 검은콩우유,좋아요 좋은제품 감사해용,5,210508,롯데마트
푸르밀 검은콩우유,아침으로 마시면 조음,5,210507,롯데마트
푸르밀 검은콩우유,너무 맛있어용ㅎㅎㅎ쟁겨두고 먹으려고4개주문했어요ㅎㅎ,5,210507,푸르밀 공식 스토어
푸르밀 검은콩우유,저렴했어요 달ㄹ아여,5,210505,롯데마트
푸르밀 검은콩우유,"검은콩두유 고소하고 맛있네요~
아이들이 잘 먹네요",5,210504,롯데마트
푸르밀 검은콩우유,유통기한이 짧아서 아쉽네요,3,210503,롯데마트
푸르밀 검은콩우유,달고 콩우유는 우유보다 먹을만해요,4,210503,롯데마트
푸르밀 검은콩우유,담백하고 맛있는데유통기한이 짧네요,5,210501,롯데마트
푸르밀 검은콩우유,계속사먹고있어요~ 좋아요,4,210429,롯데마트
푸르밀 검은콩우유,하루에 우유한잔 검은콩이라 더 좋은거같아요,5,210428,롯데마트
푸르밀 검은콩우유,검은콩우유는 푸르밀이 가장 맛있어요,5,210428,롯데마트
푸르밀 검은콩우유,우유보다 맛있고 해서 잘마셔요,4,210428,롯데마트
푸르밀 검은콩우유,"역시 푸르밀 검은콩우유..
맛있습니다",5,210426,롯데마트
푸르밀 검은콩우유,검은콩우유 고소하고 맛있어요,5,210426,롯데마트
푸르밀 검은콩우유,"편의점에서 파는 거 맛있어서 인터넷으로 알아보니 300ml짜리는 파는 곳이 없어서 어쩔 수 없이 900ml짜리로 시켰네요. 먹는거 시키는건데, 배송을 빨리 해 줘야 되는데 일반택배로 배송이 이틀 걸리다보니 안에 있던 아이스팩은 이미 다 녹아있는 상태로 배송이 됐던데, 날이 더 더워지면 못 시켜 먹을 것 같네요.",3,210424,11번가
푸르밀 검은콩우유,항상 이용하는 제품이에요 만족,5,210420,롯데마트
푸르밀 검은콩우유,가격 저렴하고 배송 빠르네요,5,210419,GS 프레시몰
푸르밀 검은콩우유,고소하고 맛있네요~~,5,210417,롯데마트
푸르밀 검은콩우유,건강해지는 기분이 들어서 좋아요~~~!!,5,210415,롯데마트
푸르밀 검은콩우유,저렴해요~~괜찮아요~~~,5,210415,롯데마트
푸르밀 검은콩우유,잘먹겠습니다 감사합니다,5,210415,롯데마트
푸르밀 검은콩우유,검은콩우유라좋고 고소하니 맛이좋아서 재구매했어요,5,210413,롯데마트
푸르밀 검은콩우유,검은콩우유 좀 달긴하지만 고소하고 맛있어요,5,210412,롯데마트
푸르밀 검은콩우유,아침에 한잔씩 챙겨먹는 우유에요 흰우유는 좀 그런데 이건 아침에 먹어도 부담이 없어요 맛도 잇구요,5,210412,롯데마트
푸르밀 검은콩우유,저렴하게 잘 구입해야징,5,210411,롯데마트
푸르밀 검은콩우유,점심해결하기위해구입,5,210411,롯데마트
푸르밀 검은콩우유,검은콩우유라도 텁텁한 맛없이 달콤하고 좋아요,5,210406,롯데마트
푸르밀 검은콩우유,흰우유가 질릴땐 검은콩우유 짱 맛나요,5,210405,롯데마트
푸르밀 검은콩우유,좋은상품 감사해요~!,4,210403,롯데마트
푸르밀 검은콩우유,맛있어요~~아이가 좋아해요,5,210402,롯데마트
푸르밀 검은콩우유,검은콩우유 너무맛나요,5,210402,롯데마트
푸르밀 검은콩우유,우유가 고소하고 맛있어요,5,210330,롯데마트
푸르밀 검은콩우유,행사라 더 저렴하게 샀어요넘 좋아요,5,210329,롯데마트
푸르밀 검은콩우유,"오랜만에 샀네요~
아이들이 잘 먹어서 좋아요~",5,210328,롯데마트
푸르밀 검은콩우유,항상 잘 마시고 있어요,4,210324,GS 프레시몰
푸르밀 검은콩우유,좋아요 잘먹겠습니다,5,210324,롯데마트
푸르밀 검은콩우유,아침에 한잔힉 마시기 좋아요,5,210323,롯데마트
푸르밀 검은콩우유,달달하고 맛있습니다,5,210323,롯데마트
푸르밀 검은콩우유,아이가 좋아해요. 오자마자 금방 먹었네요^^,5,210322,롯데마트
푸르밀 검은콩우유,너무 달아서 다음엔 다른 거 사봐야겠어요,3,210322,롯데마트
푸르밀 검은콩우유,걸쭉하고 맛있는데 좀 많이 달아요,4,210322,롯데마트
푸르밀 검은콩우유,너무 맛있습니다. 양많았으면 좋겠어요,5,210321,롯데마트
푸르밀 검은콩우유,검은콩 우유 좋아하는데 너무 좋네영,5,210321,롯데마트
푸르밀 검은콩우유,편리하게 잘구입한거같아요,5,210316,GS 프레시몰
푸르밀 검은콩우유,저렴하고 빠른 배송 만족합니다,5,210314,롯데마트
푸르밀 검은콩우유,"흰우유를 마시며 장이 꾸물꾸물하는데
검은콩우유를 마시면 속이 편해서 계속 재구매하고 있답니다~",5,210309,롯데마트
푸르밀 검은콩우유,달기만 하고 안진해서 별로네요,3,210308,롯데마트
푸르밀 검은콩우유,자주먹는데 맛있고 좋아요,5,210308,롯데마트
푸르밀 검은콩우유,아주 좋아요 만족합니다,5,210308,롯데마트
푸르밀 검은콩우유,싸게 잘 샀어요. 맛있어요,5,210307,롯데마트
푸르밀 검은콩우유,좋아요잘먹을게요!!!,5,210306,롯데마트
푸르밀 검은콩우유,고소하고 달달해서 순식간에 사라지는 마법,5,210303,롯데마트
푸르밀 검은콩우유,두유보다 검은 콩우유가 맛있대요,5,210301,롯데마트
푸르밀 검은콩우유,잘받앗습니당 감사합니당ㅋ,5,210301,롯데마트
푸르밀 검은콩우유,좋아요. 또 구매 하려고요.,5,210227,롯데마트
푸르밀 검은콩우유,옛날부터 쭉 이맛~~,5,210224,롯데마트
푸르밀 검은콩우유,"5일만에 12개를 모두 먹었네요ㅎㅎ
아이스박스에 꼼꼼배송 왔구요 저렴하게 잘 샀습니다",5,210224,푸르밀 공식 스토어
푸르밀 검은콩우유,자주 사먹는 제품이에요,4,210221,롯데마트
푸르밀 검은콩우유,항상 주문하는 내 최야 우유,5,210219,롯데마트
푸르밀 검은콩우유,유통기한도 넉넉하고 저렴한 가격에 잘 샀습니다 ㅎㅎ,5,210218,푸르밀 공식 스토어
푸르밀 검은콩우유,아이가 잘마시네요 맛있어요,5,210217,롯데마트
푸르밀 검은콩우유,맛있어요~~~~~~~~,5,210217,롯데마트
푸르밀 검은콩우유,만족합니다 항상 이용하는 제품이에요,5,210208,롯데마트
푸르밀 검은콩우유,푸르밀 검정콩 우유는 항상 맛있어요.,5,210208,롯데마트
푸르밀 검은콩우유,검은콩우유 맛있네요,5,210206,롯데마트
푸르밀 검은콩우유,어릴때부터 맛나게 먹던 우유,5,210205,롯데마트
푸르밀 검은콩우유,우유 이것만큼 맛잇는거 없음,5,210204,롯데마트
푸르밀 검은콩우유,유통기한은 조금 입박하지만 평소에 좋아하던 우유라 싸게먹을수있어서 좋았습니다 배송도 빨랐어요,5,210203,푸르밀 공식 스토어
푸르밀 검은콩우유,자주구매하는 제품입니다,5,210203,롯데마트
푸르밀 검은콩우유,오우. 너무 달아요.ㅜ;;;;,3,210202,GS 프레시몰
푸르밀 검은콩우유,잘받았습니다 잘받았습니다,5,210202,롯데마트
